,riskiness,principal,past_due_days,education,age,gender,money_in_checking_account,credit_history,credit_amount,money_in_savings,years_at_present_job,years_at_current_address,rent_housing,own_housing,free_housing,number_of_credits_at_this_bank,is_employed,number_of_dependents,is_foreign_worker,credit_score,num_friends,sentiment,steps,activity,nutrition,num_connections
4637,0,500.0,1.0,0.0,66,0,0.0,1.0,5324.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,760,193,0.09177942154288266,6775,90,3.1903275591428333,50
2224,0,1000.0,-2.0,2.0,21,1,0.0,2.0,1591.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,524,567,0.8636021133421753,5348,274,3.8919774938709066,182
1346,1,1000.0,51.0,0.0,68,0,0.0,1.0,1207.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,702,59,0.45658291791347316,6821,338,4.964801547581365,132
482,1,1000.0,74.0,1.0,47,0,0.0,1.0,6560.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,648,182,0.5887207056528866,4439,289,2.312633851852362,0
2494,0,1000.0,2.0,0.0,50,0,0.0,1.0,1901.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,431,217,0.04469272829270943,7694,168,3.7350086114372067,0
26,0,1000.0,-10.0,2.0,39,0,0.0,3.0,4139.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,666,247,0.5970363688592025,6561,448,3.1102636762509905,122
3792,0,1000.0,1.0,2.0,44,1,0.0,3.0,3275.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,680,220,0.715484666299022,5254,191,0.4160285942440445,120
2827,1,1000.0,24.0,0.0,34,1,0.0,0.0,2149.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,626,0,0.28735006164173205,6165,393,0.3596923062962426,0
231,0,800.0,1.0,1.0,34,1,1.0,0.0,930.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,479,336,0.842041045634813,5588,526,0.39406786969867713,189
2503,1,1000.0,29.0,1.0,45,0,2.0,2.0,1908.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,661,235,0.38569033899658745,6314,215,0.18751611209328833,147
5210,0,1000.0,-1.0,1.0,32,0,0.0,2.0,8613.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,819,442,0.22040911878551683,6675,152,3.017613235555918,194
3993,0,1000.0,-5.0,1.0,38,0,0.0,3.0,3578.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,683,316,0.9517913612436221,6205,439,0.3112442733357329,82
1891,1,1000.0,59.0,1.0,19,1,0.0,1.0,1422.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,510,693,0.767384489542171,6675,315,3.071040811149652,203
942,0,1000.0,0.0,1.0,29,0,0.0,1.0,894.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,773,203,0.3818663296428543,5344,340,2.252726606396825,0
2492,0,1000.0,0.0,0.0,23,0,0.0,1.0,1901.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,466,599,0.4482185358603855,7222,359,2.484936532919504,234
2454,0,1000.0,1.0,1.0,29,1,0.0,3.0,1872.0,1.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,653,404,0.7972887913766583,7976,319,2.1127895046554395,212
3398,1,800.0,59.0,2.0,33,1,0.0,0.0,2746.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,465,375,0.47254588488035976,6219,363,3.7093995845985033,185
1431,0,1000.0,0.0,0.0,22,1,0.0,1.0,1238.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,497,583,0.73244077178931,6971,245,1.1231923090349316,195
527,0,800.0,-1.0,0.0,42,1,0.0,3.0,362.0,2.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,682,344,0.909754699568426,5424,333,2.881860122144185,0
5040,0,1000.0,0.0,0.0,23,0,0.0,1.0,7409.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,723,593,0.1681773224177059,7016,488,3.500434193409376,0
3862,0,800.0,-28.0,1.0,36,1,0.0,3.0,3398.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,602,243,0.710528729134378,5725,295,4.988123967623653,188
4306,0,1000.0,1.0,0.0,26,0,0.0,3.0,4139.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,659,351,0.5422602261462697,6132,273,4.1298302506491815,219
1159,0,1000.0,-3.0,1.0,41,0,1.0,1.0,1082.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,400,247,0.8696106150685418,7452,247,1.762870238117853,130
173,0,1000.0,0.0,1.0,24,0,0.0,3.0,1313.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,697,651,0.9930722794712478,6172,504,0.7055556260980345,191
2449,0,1000.0,-1.0,1.0,31,0,0.0,1.0,1867.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,783,381,0.7751026836301945,6500,279,4.530745828425624,136
3036,0,1000.0,-2.0,0.0,75,1,1.0,2.0,2333.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,747,93,0.8058992042821402,5560,110,0.2630847467412667,70
3094,0,1000.0,-3.0,1.0,40,0,0.0,1.0,2384.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,812,314,0.060497431408921276,6869,321,1.559119823878123,181
2753,0,800.0,-2.0,1.0,35,0,1.0,1.0,2101.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,446,289,0.4995560060597002,8924,279,4.600063537434605,183
1410,0,1000.0,0.0,1.0,34,1,0.0,1.0,1236.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,626,353,0.9579649996162141,7092,563,4.26732594555388,203
1696,1,1000.0,28.0,2.0,28,1,2.0,3.0,1344.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,603,415,0.39345168646319617,4258,271,0.08543687929017552,194
2664,0,1000.0,0.0,1.0,36,0,1.0,1.0,2002.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,462,257,0.6881014049182934,6123,409,3.8974803753000744,201
2105,1,1000.0,59.0,1.0,22,0,1.0,1.0,1534.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,704,620,0.2693063439819323,5786,280,3.3956719223289045,179
1575,0,1000.0,-1.0,1.0,66,0,0.0,3.0,1288.0,2.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,747,127,0.5228179616566065,6460,380,3.6687438655326603,157
5225,0,1000.0,-6.0,1.0,41,1,0.0,2.0,8947.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,747,268,0.48865180215689163,5912,178,4.161373470993512,0
3885,0,800.0,0.0,0.0,25,1,0.0,1.0,3430.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,779,386,0.23859757751527522,6655,263,3.925414087024923,132
3123,0,1000.0,0.0,0.0,22,1,0.0,3.0,2406.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,525,654,0.41414092690788873,6980,218,4.485241038928323,179
3169,0,1000.0,-1.0,0.0,47,0,0.0,3.0,2463.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,506,297,0.6067409331873463,6375,462,0.5883361153842104,149
4314,0,1000.0,1.0,0.0,46,0,0.0,2.0,4151.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,764,252,0.1689493261910544,6350,300,0.6006806650472779,148
5476,0,1000.0,-2.0,0.0,64,1,0.0,2.0,15653.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,655,104,0.7149030923215793,4611,53,1.1041407848215101,271
4835,1,1000.0,74.0,0.0,44,0,0.0,3.0,6331.0,1.0,4.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,832,203,0.7764206423521505,4063,219,3.5247074314966564,171
3677,0,800.0,1.0,0.0,52,0,0.0,3.0,3077.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,780,152,0.34390395729511936,5650,266,1.6821836626190385,279
5350,1,1000.0,44.0,1.0,33,0,0.0,1.0,10974.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,582,308,0.6528668566484364,7860,269,0.5001096751395645,183
4978,0,1000.0,0.0,1.0,39,0,1.0,2.0,7057.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,743,267,0.8503215033843458,5619,265,3.9990412235613384,204
2809,0,800.0,-1.0,2.0,22,0,0.0,1.0,2141.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,556,662,0.6303715286844497,4349,256,2.938431958806565,200
4100,0,800.0,-4.0,1.0,45,1,2.0,1.0,3749.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,815,234,0.11948947566039314,6696,358,2.6473509766041707,187
3012,0,1000.0,-1.0,1.0,26,0,0.0,0.0,2325.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,498,426,0.6117858604105557,6186,367,1.348801509680937,168
2910,0,1000.0,0.0,2.0,20,1,0.0,1.0,2241.0,1.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,576,629,0.8453029691477382,7840,258,4.651613597896185,188
1,0,1000.0,-28.0,0.0,50,1,0.0,1.0,3331.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,772,228,0.06962570172927995,4344,166,0.9699628120246095,0
3005,0,800.0,-10.0,0.0,27,0,1.0,1.0,2323.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,707,381,0.8501634198475876,7468,185,3.1584830857366724,255
1848,0,800.0,-2.0,2.0,34,0,0.0,1.0,1409.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,764,375,0.24404459996894245,8267,358,4.343813239826536,183
5128,1,1000.0,59.0,1.0,36,0,0.0,3.0,7855.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,687,351,0.6764248062631655,6011,379,0.6057146169146449,168
2360,0,800.0,-3.0,1.0,27,0,0.0,3.0,1800.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,500,299,0.20594566423901473,6737,319,0.6231616805914686,231
1683,0,800.0,-15.0,1.0,50,0,0.0,1.0,1338.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,656,0,0.0735981643951159,7682,272,2.0845296512270632,252
2539,0,1000.0,0.0,2.0,24,0,2.0,1.0,1925.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,555,606,0.623230781135848,7320,279,4.862358933560519,250
2452,0,800.0,0.0,2.0,28,1,0.0,3.0,1872.0,1.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,552,392,0.446530422213508,6651,192,4.7550364108968335,198
3981,0,1000.0,12.0,1.0,26,0,1.0,3.0,3573.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,629,362,0.7342987058012579,4917,152,4.389242171643139,179
4194,0,1000.0,-18.0,0.0,28,0,0.0,3.0,3905.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,419,461,0.1216674688522541,6741,249,0.7471621321941313,222
1031,1,1000.0,27.0,0.0,28,1,1.0,1.0,951.0,2.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,622,378,0.551595269593521,7943,253,1.3918005370375224,198
382,1,1000.0,23.0,1.0,30,0,0.0,1.0,1228.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,712,344,0.10986592692593733,6785,304,1.9021836209957732,117
388,1,1000.0,27.0,1.0,38,0,0.0,3.0,4870.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,458,178,0.9151760755120274,7148,291,4.602528505904888,0
4609,1,1000.0,52.0,2.0,35,0,0.0,1.0,5179.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,720,214,0.8402147006602572,6423,319,4.267878080861308,161
4149,0,1000.0,-1.0,1.0,40,0,0.0,1.0,3832.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,760,282,0.6953525458202149,9167,307,0.7765142955367627,187
5028,0,1000.0,1.0,0.0,31,0,1.0,3.0,7374.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,726,0,0.36187322058432525,8424,261,2.303680420112375,187
4784,0,800.0,-2.0,3.0,37,0,0.0,3.0,6187.0,2.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,623,0,0.04820436989069399,7661,360,3.4483299582878195,0
12,0,1000.0,-15.0,0.0,26,0,1.0,3.0,7582.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,510,334,0.009122693960962658,7129,339,2.4603432187154417,237
4462,1,1000.0,74.0,0.0,29,0,0.0,1.0,4611.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,642,377,0.8275134021887104,7429,365,0.9699301570234298,169
3297,1,800.0,74.0,0.0,22,1,0.0,3.0,2625.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,688,609,0.007302819132082861,5800,344,0.023534565214983205,169
3854,1,800.0,59.0,2.0,46,0,0.0,1.0,3386.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,420,222,0.82333249299302,6546,166,1.6825466013758683,179
3623,0,1000.0,2.0,0.0,63,0,0.0,1.0,3021.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,552,90,0.4308330077876721,6933,224,3.0136224378867533,226
5058,0,1000.0,1.0,2.0,27,0,1.0,1.0,7472.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,680,373,0.6049390748071979,4798,344,4.3763804065402105,224
3575,0,1000.0,14.0,1.0,66,0,0.0,1.0,2978.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,477,68,0.9940437459279172,5688,189,3.4914742229972435,5
4471,0,1000.0,-4.0,1.0,43,0,0.0,1.0,4657.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,566,280,0.004067872230001157,5880,465,3.054755161614875,129
1665,1,800.0,60.0,0.0,32,0,1.0,1.0,1331.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,684,257,0.2897112303258367,6486,277,1.3525900862290512,138
3335,1,1000.0,59.0,1.0,48,0,1.0,1.0,2671.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,724,231,0.8759951301688658,5394,245,3.6071467652865197,218
1338,0,1000.0,0.0,1.0,63,0,0.0,0.0,1204.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,577,151,0.08192652544878609,7122,167,3.951088912358668,332
4045,1,1000.0,74.0,0.0,43,0,0.0,1.0,3621.0,2.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,657,228,0.4916071352831898,8366,110,2.707161522149515,187
2593,1,800.0,75.0,1.0,20,0,0.0,1.0,1943.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,813,624,0.4526765180528227,8223,329,1.3148990028358636,175
2839,1,1000.0,56.0,0.0,31,0,0.0,2.0,2169.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,730,329,0.17122695299147817,5388,212,3.118028925534155,154
761,0,1000.0,1.0,1.0,55,1,0.0,2.0,717.0,0.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,776,130,0.2794820033578028,5921,59,2.962919052107196,248
1596,1,1000.0,58.0,0.0,61,1,1.0,1.0,1295.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,742,166,0.5923790290610982,5276,76,1.3066394256122242,301
1907,0,800.0,0.0,0.0,27,0,0.0,3.0,1433.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,679,344,0.07943493149940184,3662,349,4.142148194942464,169
2650,1,1000.0,60.0,0.0,42,0,0.0,1.0,1987.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,733,322,0.7185919643073796,6674,345,1.9296250944109987,0
2345,1,1000.0,74.0,2.0,35,0,1.0,0.0,1778.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,527,222,0.954870519066472,7699,398,0.5079010699817288,158
1700,1,1000.0,60.0,1.0,52,0,0.0,1.0,1345.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,763,218,0.8295455250413485,6389,431,3.363683989800992,304
4128,0,1000.0,3.0,0.0,36,0,0.0,3.0,3780.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,691,226,0.367725462464774,7189,234,3.760811470387826,151
3606,0,1000.0,0.0,0.0,39,0,2.0,1.0,3016.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,561,222,0.7330104601567411,5933,294,4.571117055695974,185
451,1,1000.0,60.0,1.0,41,0,0.0,0.0,6229.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,794,286,0.6624548545516988,3646,346,4.3717967974860255,163
2591,1,1000.0,74.0,0.0,54,0,0.0,1.0,1943.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,770,0,0.7284365587443583,4244,474,4.145159687928274,247
312,0,1000.0,1.0,0.0,27,0,2.0,3.0,3160.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,539,412,0.9046490322157003,6224,215,3.9328186419616684,239
4227,1,1000.0,59.0,0.0,25,1,0.0,1.0,3959.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,702,365,0.4570986684796686,5697,242,2.7798498953736424,189
1784,0,1000.0,2.0,3.0,37,0,2.0,1.0,1377.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,600,244,0.24155071111295912,6013,553,3.486227088271116,0
2351,0,1000.0,-9.0,1.0,43,0,1.0,3.0,1795.0,1.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,825,276,0.15482941469903477,6318,234,0.7137901971479987,121
4442,0,800.0,-1.0,0.0,31,0,0.0,0.0,4583.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,796,324,0.7795947796914705,4538,196,3.2490657131054306,161
4620,0,300.0,2.0,0.0,25,1,0.0,1.0,5248.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,621,393,0.19309100404916602,6463,423,0.48706431283546514,240
1071,0,1000.0,2.0,0.0,38,0,0.0,3.0,996.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,724,376,0.9854982608717692,3837,250,0.6090036840798446,162
1538,0,1000.0,2.0,0.0,37,0,2.0,1.0,1275.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,761,327,0.4689904166969159,8002,287,1.5796350691170513,0
1098,0,1000.0,1.0,0.0,31,0,1.0,1.0,1037.0,2.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,839,393,0.788286985537563,7248,387,3.362997907472558,164
4746,0,1000.0,2.0,1.0,52,0,1.0,2.0,5965.0,1.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,463,228,0.05220006088964502,7525,255,3.8566683527647356,239
5487,0,1000.0,-13.0,0.0,64,1,0.0,1.0,15857.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,789,81,0.5111228658607371,6663,28,2.130810733806945,234
1247,0,1000.0,-9.0,2.0,37,1,1.0,1.0,1155.0,1.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,820,366,0.9352998422410664,6559,417,1.0091671730267981,196
5175,1,1000.0,59.0,0.0,26,1,1.0,0.0,8318.0,1.0,4.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,415,301,0.175325490907834,6848,401,0.45363821863495635,205
2526,0,1000.0,-3.0,0.0,39,0,0.0,1.0,1924.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,729,333,0.9433371958965865,5961,381,4.738795481769517,197
5241,0,1000.0,2.0,0.0,23,0,0.0,1.0,9055.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,579,684,0.5580210149309551,6414,258,0.1886496095307394,0
2359,0,1000.0,-6.0,0.0,26,0,0.0,3.0,1797.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,719,379,0.6688553646529233,6392,303,3.912921314413948,192
4018,0,1000.0,0.0,1.0,43,0,0.0,1.0,3599.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,814,211,0.8484917199962552,3166,336,2.921869860707103,191
3793,0,1000.0,5.0,1.0,56,0,0.0,3.0,3275.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,738,124,0.4171306993348841,5711,360,4.845806270627129,252
545,0,800.0,-28.0,0.0,35,1,2.0,0.0,409.0,4.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,415,269,0.13248739260873466,6812,140,3.234843369929198,139
4031,0,1000.0,-1.0,1.0,28,1,1.0,3.0,3617.0,1.0,4.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,453,310,0.5706709312190231,5180,70,3.9852725347333413,221
3073,0,1000.0,-3.0,0.0,22,1,2.0,3.0,2360.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,512,553,0.9073223548612622,4253,289,3.2071739130766694,182
5458,1,1000.0,59.0,1.0,45,0,1.0,0.0,14421.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,823,160,0.7222979818548618,5977,262,3.549290979027682,182
2078,0,800.0,-9.0,1.0,27,0,0.0,1.0,1525.0,4.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,653,334,0.32261109919667574,4349,279,4.221703284892711,287
3131,0,1000.0,1.0,2.0,44,0,1.0,1.0,2415.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,805,293,0.6178812945220563,5365,401,1.353572473990956,197
2515,1,800.0,75.0,1.0,32,1,1.0,2.0,1919.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,618,356,0.12011451088029035,6790,169,3.0984173380450617,176
2718,0,1000.0,0.0,1.0,24,0,1.0,1.0,2063.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,407,690,0.9802245635595811,6066,233,1.2121196032930088,277
5131,1,1000.0,74.0,1.0,44,0,0.0,1.0,7865.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,651,298,0.7505672397475097,7547,179,1.4084305028997957,158
796,1,800.0,60.0,1.0,20,1,0.0,1.0,741.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,744,696,0.6901778434160615,5264,206,2.971719849486605,0
2787,0,1000.0,0.0,1.0,31,0,0.0,3.0,2132.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,838,448,0.4558971318618632,6710,329,0.8111953146912632,205
3139,0,1000.0,-1.0,0.0,26,0,0.0,3.0,2424.0,0.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,514,336,0.8419384077692776,5400,348,4.4674313455043295,0
1445,1,1000.0,59.0,0.0,30,1,2.0,1.0,1240.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,631,377,0.8223648818991409,6518,378,4.171485926360999,193
3706,1,1000.0,60.0,2.0,43,0,0.0,0.0,3114.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,470,0,0.9455207073848154,7177,469,3.1528636514418427,168
4805,0,1000.0,-3.0,1.0,33,0,1.0,1.0,6260.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,552,299,0.6085781357457019,5471,415,0.20304325927984757,0
640,1,1000.0,59.0,1.0,27,0,0.0,0.0,626.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,627,416,0.7015579013728753,6060,395,4.078414687468981,208
1051,0,1000.0,-4.0,2.0,45,0,0.0,3.0,975.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,764,125,0.8484836828259668,5491,83,2.4505173062081558,215
114,0,1000.0,-1.0,1.0,28,0,2.0,1.0,2611.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,778,341,0.8107708022994784,4560,374,1.5291014098334066,231
511,0,1000.0,0.0,0.0,24,1,0.0,3.0,338.0,3.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,704,684,0.8833262119129119,5861,295,2.218463983529522,232
433,1,1000.0,59.0,0.0,29,0,0.0,1.0,14782.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,646,296,0.4927938495621178,5238,287,3.3036961335709147,182
4411,1,1000.0,74.0,0.0,25,1,0.0,2.0,4463.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,469,328,0.8935301363749926,6091,329,3.827136648910687,254
3930,0,1000.0,-3.0,0.0,74,0,0.0,1.0,3509.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,695,43,0.8137472998180267,4433,178,2.284253486240524,64
579,0,1000.0,1.0,2.0,22,0,1.0,1.0,454.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,634,526,0.2552481598733063,6249,333,0.4590088394250197,188
1292,1,1000.0,60.0,1.0,27,0,1.0,1.0,1188.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,628,321,0.35135972201209353,6084,319,4.729832461434776,215
3125,0,1000.0,1.0,1.0,35,0,0.0,3.0,2406.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,693,385,0.551225154251266,7326,226,2.7651581623437322,132
2397,0,1000.0,13.0,1.0,35,1,0.0,3.0,1829.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,424,228,0.5031252726550489,6572,306,0.7587683787721722,143
1841,0,1000.0,4.0,1.0,26,1,0.0,1.0,1403.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,674,441,0.8345767659101705,5419,347,0.7760350200550836,230
3390,0,1000.0,0.0,1.0,43,0,1.0,3.0,2745.0,4.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,724,240,0.32503430939479216,5695,354,1.4976069188423606,143
